id,variant_id,ch_allowed_plan_tiers,meditation_type,published_at,position,title,language,content_group,description,icon_asset_id,is_hidden,should_play_as_guide,search_category,upsell_variant,is_clinical,created_at,updated_at,content_type,author_id,author_name,author_should_display,narrator_id,narrator_name,narrator_bio,narrator_is_composer,narrator_created_at,narrator_updated_at,narrator_headshot_id,narrator_headshot_type,narrator_headshot_content_type,narrator_headshot_size,narrator_headshot_url,narrator_headshot_width,narrator_headshot_height,narrator_headshot_dominant_colors,background_image_id,background_image_type,background_image_content_type,background_image_size,background_image_url,background_image_width,background_image_height,background_image_dominant_colors,titled_background_image_id,titled_background_image_type,titled_background_image_content_type,titled_background_image_size,titled_background_image_url,titled_background_image_width,titled_background_image_height,titled_background_image_dominant_colors,cell_image_id,cell_image_type,cell_image_content_type,cell_image_size,cell_image_url,cell_image_width,cell_image_height,cell_image_dominant_colors,untitled_cell_image_id,untitled_cell_image_type,untitled_cell_image_content_type,untitled_cell_image_size,untitled_cell_image_url,untitled_cell_image_width,untitled_cell_image_height,untitled_cell_image_dominant_colors,subtitle,cell_background_image_id,cell_background_image_type,cell_background_image_content_type,cell_background_image_size,cell_background_image_url,cell_background_image_width,cell_background_image_height,cell_background_image_dominant_colors,narrator_short_bio,featured_start_at,featured_end_at,featured_home_icon_id,featured_home_icon_type,featured_home_icon_content_type,featured_home_icon_size,featured_home_icon_url,featured_home_icon_width,featured_home_icon_height,featured_home_icon_dominant_colors
kHMjdXcwbL,aIPUiejEQD,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2021-01-14T01:00:00.000Z,50,Anne of Green Gables - Chapters 1 & 2,ko,0-default,"Take a ride through the countryside with one of the most beloved heroines in literature, on her charming flights of fancy and journeys of self-acceptance",db96608b34355da5424b73e7ab6c585d,False,True,sleep_stories,generic,False,2020-12-31T16:17:08.476Z,2021-08-17T18:31:21.391Z,Histoire pour dormir,rWNRWEry,Lucy Maud Montgomery,True,mQGkVqezAB,Son Hyo Kyeong,"편안한 목소리로 언제나 친근하게 다가가고 싶은 성우 손효경입니다
게임, 오디오북, 교육 컨텐츠 외 다양한 분야에서 활동하고 있습니다",False,2020-12-29T19:36:21.112Z,2020-12-29T19:37:24.030Z,4ed792b2dadbf72ad35329140ec6e658,image,image/jpeg,24993,https://assets.calm.com/4ed792b2dadbf72ad35329140ec6e658.jpeg,400,400,"['#c8705c', '#6c2c24']",135e8e29c6025fa8ea39ee965eb16d2c,image,image/jpeg,10063575,https://assets.calm.com/135e8e29c6025fa8ea39ee965eb16d2c.jpeg,1920,1920,"['#0a379a', '#042282']",42788d11ef5fe59ea8fbc1a7d98c22b6,image,image/jpeg,10434187,https://assets.calm.com/42788d11ef5fe59ea8fbc1a7d98c22b6.jpeg,1920,1920,"['#2767dd', '#042797']",42788d11ef5fe59ea8fbc1a7d98c22b6,image,image/jpeg,10434187,https://assets.calm.com/42788d11ef5fe59ea8fbc1a7d98c22b6.jpeg,1920,1920,"['#2767dd', '#042797']",135e8e29c6025fa8ea39ee965eb16d2c,image,image/jpeg,10063575,https://assets.calm.com/135e8e29c6025fa8ea39ee965eb16d2c.jpeg,1920,1920,"['#0a379a', '#042282']",,,,,,,,,,,,,,,,,,,,
XIQ0-Kk9F5,tHHlTzh-f1,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2020-12-29T18:00:00.000Z,50,Myth of the Baby Dragon,ko,0-default,"Join Seonghwa Kim for tonight’s journey to the Kingdom of Lionwood, as a curious Princess embarks on a quest to prove an old legend to be true.",abdf1623673c1f0ef78028f1522d61ad,False,True,sleep_stories,generic,False,2020-12-28T22:36:51.667Z,2021-08-17T18:31:26.417Z,Histoire pour dormir,xx8LLyxN,Chris Advansun,True,gyvwRl4dWy,Seonghwa Kim,"KBS 41기 성우 김성화입니다. 현재 프리랜서로 활동중이며, 주로 차분하고 신뢰감있는 내레이션과 다수의 오디오 드라마, 게임, 애니메이션 더빙등에 참여하였습니다. 평소 사색과 명상, 산책하는 것을 좋아합니다.",False,2020-12-23T15:04:51.455Z,2020-12-23T15:06:39.103Z,9f1402c1af849f136b48d20ce804c729,image,image/jpeg,326265,https://assets.calm.com/9f1402c1af849f136b48d20ce804c729.jpeg,1287,1287,"['#d4444c', '#2e1404']",d70cfedb21061d4b8eed62f865a24737,image,image/png,4753357,https://assets.calm.com/d70cfedb21061d4b8eed62f865a24737.png,1920,1920,"['#1c8beb', '#0a7e71']",12dd49707ed4b8c540bb13c94c18c9cb,image,image/jpeg,10417923,https://assets.calm.com/12dd49707ed4b8c540bb13c94c18c9cb.jpeg,1920,1920,"['#238ceb', '#137065']",12dd49707ed4b8c540bb13c94c18c9cb,image,image/jpeg,10417923,https://assets.calm.com/12dd49707ed4b8c540bb13c94c18c9cb.jpeg,1920,1920,"['#238ceb', '#137065']",d70cfedb21061d4b8eed62f865a24737,image,image/png,4753357,https://assets.calm.com/d70cfedb21061d4b8eed62f865a24737.png,1920,1920,"['#1c8beb', '#0a7e71']",,,,,,,,,,,,,,,,,,,,
uS7-mLl1ij,yhH5gjZZIr,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2021-12-21T23:00:00.000Z,17,A Christmas In Lionwood,ko,0-default,"Take a trip to a fairytale land with Kim Mi Ae, in this enchanting holiday story",c33e7e468915089609b9277a7c4a11be,False,True,sleep_stories,generic,False,2021-12-07T18:22:14.739Z,2021-12-21T22:33:17.183Z,Histoire pour dormir,xx8LLyxN,Chris Advansun,True,h_GsY7dX5z,Kim Mi Ae,"비오는 날의 빗소리처럼, 운전할 때 라디오 소리처럼...
그 자리에 가장 잘 어울리고 자연스러운 소리,
그런 편안한 목소리를 전하고 싶은 성우 김미애입니다.",False,2020-06-02T03:20:45.972Z,2020-06-03T21:57:12.457Z,39b3657f4e38eb44ed366a58a515f619,image,image/jpeg,203561,https://assets.calm.com/39b3657f4e38eb44ed366a58a515f619.jpeg,807,856,"['#c7afa4', '#301b1b', '#7a3e3d']",788daf978e342e5fcfe2fcc9ce885c05,image,image/jpeg,7721895,https://assets.calm.com/788daf978e342e5fcfe2fcc9ce885c05.jpeg,1920,1920,"['#be0f4d', '#057689']",79c967728fc63d0e08b378bdd548b033,image,image/jpeg,1612411,https://assets.calm.com/79c967728fc63d0e08b378bdd548b033.jpeg,2000,2000,"['#be0e4e', '#096e7c']",79c967728fc63d0e08b378bdd548b033,image,image/jpeg,1612411,https://assets.calm.com/79c967728fc63d0e08b378bdd548b033.jpeg,2000,2000,"['#be0e4e', '#096e7c']",788daf978e342e5fcfe2fcc9ce885c05,image,image/jpeg,7721895,https://assets.calm.com/788daf978e342e5fcfe2fcc9ce885c05.jpeg,1920,1920,"['#be0f4d', '#057689']",,,,,,,,,,,,,,,,,,,,
gJXxRW8dN8,AFBkG_4FET,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2019-10-08T03:23:20.372Z,98,Elephants of Nepal,ko,0-default,"Tonight, travel with Song Park to the breathtaking country of Nepal as you relax and unwind on a scenic elephant-guided safari.",7e19a535e9a531a382865b711209981a,False,True,sleep_stories,generic,False,2019-09-27T20:06:03.423Z,2021-06-04T16:34:07.924Z,Histoire pour dormir,A49ZOW1A,Phoebe Smith,True,h2PgRx5jhI,Song Park,"Travaille dans divers domaines, y compris des émissions et des narrations pour faire la promotion de produits.

Il a joué un personnage appelé Tori dans l'animation <Super Racer Enzy> et plusieurs personnages de jeux vidéo.
","Song Park, acteur de doublage indépendant en Corée.",False,2019-09-03T20:40:35.944Z,2019-09-03T20:43:08.801Z,7b79deb1c75c776a89d3aeb797e94fc8,image,image/png,5347447,https://assets.calm.com/7b79deb1c75c776a89d3aeb797e94fc8.png,3000,3000,"['#efe9ec', '#493633', '#4f678f']",8a3027556f154d35256c347f2a518ae6,image,image/jpeg,997396,https://assets.calm.com/8a3027556f154d35256c347f2a518ae6.jpeg,1920,1920,"['#fcc404', '#815104']",7daf9982bbf9ca13955f9c01dabe8656,image,image/jpeg,1209338,https://assets.calm.com/7daf9982bbf9ca13955f9c01dabe8656.jpeg,1920,1920,"['#f8bc04', '#8c5904']",7daf9982bbf9ca13955f9c01dabe8656,image,image/jpeg,1209338,https://assets.calm.com/7daf9982bbf9ca13955f9c01dabe8656.jpeg,1920,1920,"['#f8bc04', '#8c5904']",8a3027556f154d35256c347f2a518ae6,image,image/jpeg,997396,https://assets.calm.com/8a3027556f154d35256c347f2a518ae6.jpeg,1920,1920,"['#fcc404', '#815104']",,,,,,,,,,,
TFii_NRQ8F,CjjhRsDwbJ,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2019-09-16T17:47:11.222Z,94,The Nordland Night Train,ko,0-default,"Tonight, travel up the scenic coast of Norway aboard one of Europe’s most breathtaking and remote railways",34c0ab3117d4e276fc7925117d540c72,False,True,sleep_stories,generic,False,2019-05-16T23:16:52.147Z,2025-05-14T20:13:45.899Z,Histoire pour dormir,63PB06XR,Andrew Martin,True,zBhcK-JXNa,Yongsoo Chang,"Riche carrière dans de nombreux domaines nécessitant une voix off, tels que des vidéos de formation pour les enseignants du primaire et du secondaire, des vidéoconférences universitaires, du matériel de formation dans le secteur privé et public, des vidéos promotionnelles, des publicités, des messageries vocales et des vidéos de campagnes électorales.",Il travaille en tant que voix indépendante depuis 2014.,False,2019-09-03T20:44:49.609Z,2019-09-03T20:47:35.580Z,ca564a788d46ecb6feebc71a6a8a95aa,image,image/png,8960827,https://assets.calm.com/ca564a788d46ecb6feebc71a6a8a95aa.png,3000,3000,"['#b6afa9', '#1e2b2c', '#594137']",f62f0c5c77b48dff0f098130217c8f6c,image,image/jpeg,507153,https://assets.calm.com/f62f0c5c77b48dff0f098130217c8f6c.jpeg,1920,1920,"['#4c6fb9', '#9c4408']",d4e13d56570c6d1e1efbd44f59cf8ec2,image,image/jpeg,10978374,https://assets.calm.com/d4e13d56570c6d1e1efbd44f59cf8ec2.jpeg,1920,1920,"['#4a70b6', '#6f4415']",d4e13d56570c6d1e1efbd44f59cf8ec2,image,image/jpeg,10978374,https://assets.calm.com/d4e13d56570c6d1e1efbd44f59cf8ec2.jpeg,1920,1920,"['#4a70b6', '#6f4415']",f62f0c5c77b48dff0f098130217c8f6c,image,image/jpeg,507153,https://assets.calm.com/f62f0c5c77b48dff0f098130217c8f6c.jpeg,1920,1920,"['#4c6fb9', '#9c4408']",,,,,,,,,,,
0eNDkbiEeZ,AsjEIOLRaN,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2021-05-18T18:00:00.000Z,46,The Velveteen Rabbit,ko,0-default,"The classic tale of a really splendid rabbit, read by Jiwon Koo",349556b41929c0e5c4cf6b48cfcc21e6,False,True,sleep_stories,generic,False,2021-05-11T19:46:50.147Z,2021-08-17T18:32:23.175Z,Histoire pour dormir,7BLEV14N,Margery Williams,True,bkDrNhfOSm,Jiwon Koo,"2018년부터 프리랜서로 활동하고 있는 성우 구지원입니다.
오디오 드라마, 애니메이션, 광고, 내레이션, 정부 기관 홍보 영상 등, 목소리가 필요한 다양한 분야에서 활동하고 있습니다.",,False,2020-10-08T01:07:53.082Z,2020-10-08T01:08:28.080Z,780d223ca6bd6ddf5a41ef5091d8b88b,image,image/jpeg,202997,https://assets.calm.com/780d223ca6bd6ddf5a41ef5091d8b88b.jpeg,887,808,"['#d5bfba', '#221511', '#8d4d3c']",18466a0f933993ed80744ad88d7e76ec,image,image/jpeg,250785,https://assets.calm.com/18466a0f933993ed80744ad88d7e76ec.jpeg,1920,1920,"['#cdb035', '#0c2474']",b33dd54e1ac5f5419daf402de75cf0a8,image,image/jpeg,4288258,https://assets.calm.com/b33dd54e1ac5f5419daf402de75cf0a8.jpeg,2000,2000,"['#437195', '#17445e']",b33dd54e1ac5f5419daf402de75cf0a8,image,image/jpeg,4288258,https://assets.calm.com/b33dd54e1ac5f5419daf402de75cf0a8.jpeg,2000,2000,"['#437195', '#17445e']",c2120054041eeeedb32b39662fe032a5,image,image/jpeg,64665,https://assets.calm.com/c2120054041eeeedb32b39662fe032a5.jpeg,1125,300,"['#bb8c3a', '#0c2561']",Fiction,c2120054041eeeedb32b39662fe032a5,image,image/jpeg,64665.0,https://assets.calm.com/c2120054041eeeedb32b39662fe032a5.jpeg,1125.0,300.0,"['#bb8c3a', '#0c2561']",,
LZE-MwvdKM,qSOl2NGuJU,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2019-11-20T00:24:38.091Z,91,The Trans-Siberian Railroad,ko,0-default,"Tonight, we travel to the farthest reaches of Northern Russia to take a trip on the Trans-Siberian Express.",64274ba95995c4ccc688f5c9049c248e,False,True,sleep_stories,generic,False,2019-11-20T00:24:38.158Z,2021-06-04T16:34:07.924Z,Histoire pour dormir,A49ZOW1A,Phoebe Smith,True,ccHQjNQt8U,Son Su Ho,"Acteur de voix chez CJ E&amp;M Tooniverse 
 Il possède une vaste expérience dans des domaines aussi variés que l'animation, les émissions de télévision, les documentaires et les publicités. Il a prêté sa voix à plus de 500 annonces, à la télévision comme à la radio. L'une de ses créations les plus célèbres inclut la série de tvN <Little House In The Forest>",,False,2019-09-27T20:36:40.347Z,2019-10-07T14:54:56.925Z,47daf0eb4dcdeb3b3eab65c981b730f8,image,image/png,4201583,https://assets.calm.com/47daf0eb4dcdeb3b3eab65c981b730f8.png,3000,3000,"['#3d3727', '#cea26f', '#9b9c88']",d00c3512b63dbf96d951bbf42d4abef3,image,image/jpeg,778798,https://assets.calm.com/d00c3512b63dbf96d951bbf42d4abef3.jpeg,1920,1920,"['#9d8040', '#584910']",d1cf67ee3070ebc3f03a32dc34cf5115,image,image/jpeg,9358056,https://assets.calm.com/d1cf67ee3070ebc3f03a32dc34cf5115.jpeg,1920,1920,"['#7d663c', '#765c12']",d1cf67ee3070ebc3f03a32dc34cf5115,image,image/jpeg,9358056,https://assets.calm.com/d1cf67ee3070ebc3f03a32dc34cf5115.jpeg,1920,1920,"['#7d663c', '#765c12']",e3dc26088867b668d5256f378b4641db,image,image/jpeg,79910,https://assets.calm.com/e3dc26088867b668d5256f378b4641db.jpeg,1125,300,"['#a7913e', '#765b0b']",,e3dc26088867b668d5256f378b4641db,image,image/jpeg,79910.0,https://assets.calm.com/e3dc26088867b668d5256f378b4641db.jpeg,1125.0,300.0,"['#a7913e', '#765b0b']",,
tGyiPdTL0B,PpoZ6o2PUO,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2020-10-13T17:00:00.000Z,54,Camino de Santiago,ko,0-default,Revel in the history and landscapes of northern Spain as you walk an ancient and storied trail.,6a258a9fc245cbc09a7f2fe4b9820b98,False,True,sleep_stories,generic,False,2020-10-12T23:30:00.000Z,2021-06-04T16:34:07.924Z,Histoire pour dormir,2pY89wL6,Candace Rose Rardon,True,GXr4t0jnp5,Seo Won Seok,"Même si j'ai peut-être l'air un peu dur comme ça, je ne suis pas un type dur au fond. J'essaie toujours de regarder le monde affectueusement. Lire est ce qui me remplit de joie.
",,False,2020-03-20T20:17:15.568Z,2020-03-26T17:51:40.088Z,ab4f945b2cbf000df7096e1ab016bbf4,image,image/jpeg,253624,https://assets.calm.com/ab4f945b2cbf000df7096e1ab016bbf4.jpeg,938,938,"['#41352b', '#ddbb91', '#b5825b']",d3410733fa06050fb3207851a78e08b0,image,image/jpeg,8069562,https://assets.calm.com/d3410733fa06050fb3207851a78e08b0.jpeg,1920,1920,"['#1693e1', '#044c8f']",17c272c0ae9d581a55a32fb3ded1dd4c,image,image/jpeg,10882374,https://assets.calm.com/17c272c0ae9d581a55a32fb3ded1dd4c.jpeg,1920,1920,"['#ece416', '#043f77']",17c272c0ae9d581a55a32fb3ded1dd4c,image,image/jpeg,10882374,https://assets.calm.com/17c272c0ae9d581a55a32fb3ded1dd4c.jpeg,1920,1920,"['#ece416', '#043f77']",d3410733fa06050fb3207851a78e08b0,image,image/jpeg,8069562,https://assets.calm.com/d3410733fa06050fb3207851a78e08b0.jpeg,1920,1920,"['#1693e1', '#044c8f']",,,,,,,,,,,
MUndI6equc,t5L2SsCATw,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2020-02-25T08:00:00.000Z,82,The White Slipper,ko,0-default,"A traditional Spanish folktale about a rambunctious king, and a clever boy's healing knowledge.",96238ce0799a1c40f29d0931b376b2c7,False,True,sleep_stories,generic,False,2020-02-24T18:21:02.714Z,2021-06-04T16:34:07.924Z,Histoire pour dormir,MGBX21Dz,Enrique Ceballos Quintana,True,QpI_W_bo7F,Kim Hwon,"En tant qu'acteur de doublage, il a enregistré de nombreuses publicités, animations, jeux et plus encore. Son objectif est de communiquer des émotions grâce à sa voix chaleureuse. Ses travaux les plus représentatifs incluent Binggrae Son Heung-min x Supercon, le PC LG Ultra Gear all-in-one, la plateforme KT Communication Big Data et la vidéo POSCO Steel PR.",,False,2020-02-19T16:10:43.064Z,2020-02-19T16:14:40.496Z,fdd53cc2069beda1b6db93d61314adca,image,image/png,111453,https://assets.calm.com/fdd53cc2069beda1b6db93d61314adca.png,250,250,"['#71645d', '#e1d8d4', '#cebfaf']",8aa1da566b3426739f564682692bcd2a,image,image/jpeg,570926,https://assets.calm.com/8aa1da566b3426739f564682692bcd2a.jpeg,1920,1920,"['#e0a61a', '#6f4c11']",a26461b187aa74eaa9c16912ff9ac1ac,image,image/jpeg,2928807,https://assets.calm.com/a26461b187aa74eaa9c16912ff9ac1ac.jpeg,1920,1920,"['#c79321', '#72590f']",a26461b187aa74eaa9c16912ff9ac1ac,image,image/jpeg,2928807,https://assets.calm.com/a26461b187aa74eaa9c16912ff9ac1ac.jpeg,1920,1920,"['#c79321', '#72590f']",16670ab651f8f16a6880a6a26d82141c,image,image/jpeg,65388,https://assets.calm.com/16670ab651f8f16a6880a6a26d82141c.jpeg,1125,300,"['#eca415', '#634104']",Fiction,16670ab651f8f16a6880a6a26d82141c,image,image/jpeg,65388.0,https://assets.calm.com/16670ab651f8f16a6880a6a26d82141c.jpeg,1125.0,300.0,"['#eca415', '#634104']",,
vyUDlu_j-d,ulZ1X7swlT,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2019-10-08T05:29:31.235Z,96,Sienna the Sleepy Sloth,ko,0-default,Join Yongsoo Chang for a sleepy adventure through an enchanting rainforest.,8dc1f61626a277a67a93e1e2f7824004,False,True,sleep_stories,generic,False,2019-03-08T19:37:36.744Z,2021-06-04T16:34:07.924Z,Histoire pour dormir,xx8LLyxN,Chris Advansun,True,zBhcK-JXNa,Yongsoo Chang,"Riche carrière dans de nombreux domaines nécessitant une voix off, tels que des vidéos de formation pour les enseignants du primaire et du secondaire, des vidéoconférences universitaires, du matériel de formation dans le secteur privé et public, des vidéos promotionnelles, des publicités, des messageries vocales et des vidéos de campagnes électorales.",Il travaille en tant que voix indépendante depuis 2014.,False,2019-09-03T20:44:49.609Z,2019-09-03T20:47:35.580Z,ca564a788d46ecb6feebc71a6a8a95aa,image,image/png,8960827,https://assets.calm.com/ca564a788d46ecb6feebc71a6a8a95aa.png,3000,3000,"['#b6afa9', '#1e2b2c', '#594137']",cec77e96c08aed22337583b803aeaab2,image,image/jpeg,2116846,https://assets.calm.com/cec77e96c08aed22337583b803aeaab2.jpeg,2700,2700,"['#2c9eb1', '#144c6c']",a7fe5482809c666aaee3a73c6bae0fb9,image,image/jpeg,1848251,https://assets.calm.com/a7fe5482809c666aaee3a73c6bae0fb9.jpeg,2000,2000,"['#30a1cc', '#0c928a']",a7fe5482809c666aaee3a73c6bae0fb9,image,image/jpeg,1848251,https://assets.calm.com/a7fe5482809c666aaee3a73c6bae0fb9.jpeg,2000,2000,"['#30a1cc', '#0c928a']",cec77e96c08aed22337583b803aeaab2,image,image/jpeg,2116846,https://assets.calm.com/cec77e96c08aed22337583b803aeaab2.jpeg,2700,2700,"['#2c9eb1', '#144c6c']",,,,,,,,,,,
r83RxKL_SR,a4wEe-B-vC,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2022-04-05T17:00:00.000Z,14,The Mosaic Maker of Marrakesh,ko,0-default,"Explore Morocco in the 16th century, when ancient craftsmen transformed the country with wondrous works of art.",b526c40a7ffbaeef8a989afc5ae9c5e8,False,True,sleep_stories,generic,False,2022-03-30T09:41:13.187Z,2022-04-01T23:38:17.602Z,Histoire pour dormir,r42XLLJp,Candace Rardon,True,9FEBqrk3UA,Jo Kyu Joon ,"KBS 33기 공채 성우.
극단 '소리로통하다-소통' 단장,
드라마 '슬기로운 감빵생활' 출연 등,
성우뿐만 아니라 연기 등 다방면에서 활동 중이다.",,False,2020-09-29T11:59:51.506Z,2020-09-29T12:00:55.534Z,06d3dbece4abec204b96ed43b6057555,image,image/jpeg,6923988,https://assets.calm.com/06d3dbece4abec204b96ed43b6057555.jpeg,3648,3648,"['#463633', '#e2c9c4', '#a3a2a8']",389041cab9410bf2bae89df82a54e422,image,image/jpeg,4578527,https://assets.calm.com/389041cab9410bf2bae89df82a54e422.jpeg,2000,2000,"['#4f6cb3', '#742c0b']",265b400aded4795a8e4c29f76bda671f,image,image/jpeg,4416877,https://assets.calm.com/265b400aded4795a8e4c29f76bda671f.jpeg,2000,2000,"['#586db0', '#6e3614']",265b400aded4795a8e4c29f76bda671f,image,image/jpeg,4416877,https://assets.calm.com/265b400aded4795a8e4c29f76bda671f.jpeg,2000,2000,"['#586db0', '#6e3614']",389041cab9410bf2bae89df82a54e422,image,image/jpeg,4578527,https://assets.calm.com/389041cab9410bf2bae89df82a54e422.jpeg,2000,2000,"['#4f6cb3', '#742c0b']",,,,,,,,,,,
GMD1sOpsGc,bmAejWVtca,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2023-08-30T01:00:00.000Z,11046,Extreme Sleeps: Mt. Everest,ko,0-default,Find slumber in a most unlikely place: the highest mountain in the world.,4af1380759c398333ee4db3ca991f3af,False,True,sleep_stories,generic,False,2023-08-17T12:30:30.789Z,2023-08-22T15:32:20.076Z,Histoire pour dormir,A49ZOW1A,Phoebe Smith,True,xlskXrXlIg,Park Min Ki,"안녕하세요. 세상을 따뜻하게 바라보는 대교 출신의 성우입니다.
현재 프리랜서로 활동 중이며
더빙과 오디오북 등을 통해 여러분에게도 따뜻함과 즐거움을 드리기 위해 노력하고 있습니다.
",,False,2021-03-09T14:03:43.316Z,2021-03-09T15:33:08.533Z,693b82996f348c3ce749922cfbdefcbb,image,image/jpeg,470301,https://assets.calm.com/693b82996f348c3ce749922cfbdefcbb.jpeg,1080,1080,"['#c5a354', '#623a2e']",ef7989932a96321cbea1dfa2f6510ee9,image,image/jpeg,2234903,https://assets.calm.com/ef7989932a96321cbea1dfa2f6510ee9.jpeg,2000,2000,"['#0d6bb8', '#04427a']",bc5545d4486f30ae92ca0461a932f197,image,image/jpeg,2223177,https://assets.calm.com/bc5545d4486f30ae92ca0461a932f197.jpeg,2000,2000,"['#055297', '#044682']",bc5545d4486f30ae92ca0461a932f197,image,image/jpeg,2223177,https://assets.calm.com/bc5545d4486f30ae92ca0461a932f197.jpeg,2000,2000,"['#055297', '#044682']",ef7989932a96321cbea1dfa2f6510ee9,image,image/jpeg,2234903,https://assets.calm.com/ef7989932a96321cbea1dfa2f6510ee9.jpeg,2000,2000,"['#0d6bb8', '#04427a']",,,,,,,,,,,
GYIAnt0SRE,Sq1tmYuUy9,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2020-09-15T17:00:00.000Z,58,A Rainy Day in Paris,ko,0-default,"Bring your trusted umbrella on this saunter through the streets of Paris, which truly shine in the rain.",78baacd0e0be4b6e5c246864c3f7fdfb,False,True,sleep_stories,generic,False,2020-09-15T17:00:00.000Z,2025-05-14T20:14:09.528Z,Histoire pour dormir,63PB06XR,Andrew Martin,True,GXr4t0jnp5,Seo Won Seok,"Même si j'ai peut-être l'air un peu dur comme ça, je ne suis pas un type dur au fond. J'essaie toujours de regarder le monde affectueusement. Lire est ce qui me remplit de joie.
",,False,2020-03-20T20:17:15.568Z,2020-03-26T17:51:40.088Z,ab4f945b2cbf000df7096e1ab016bbf4,image,image/jpeg,253624,https://assets.calm.com/ab4f945b2cbf000df7096e1ab016bbf4.jpeg,938,938,"['#41352b', '#ddbb91', '#b5825b']",19222e77ddff604a0d1fe6f15c9bc70c,image,image/jpeg,7739840,https://assets.calm.com/19222e77ddff604a0d1fe6f15c9bc70c.jpeg,1920,1920,"['#1bace3', '#0a447e']",90a689051a3aa5723352d59b2ab000ef,image,image/jpeg,7733445,https://assets.calm.com/90a689051a3aa5723352d59b2ab000ef.jpeg,1920,1920,"['#3398d5', '#04418c']",90a689051a3aa5723352d59b2ab000ef,image,image/jpeg,7733445,https://assets.calm.com/90a689051a3aa5723352d59b2ab000ef.jpeg,1920,1920,"['#3398d5', '#04418c']",19222e77ddff604a0d1fe6f15c9bc70c,image,image/jpeg,7739840,https://assets.calm.com/19222e77ddff604a0d1fe6f15c9bc70c.jpeg,1920,1920,"['#1bace3', '#0a447e']",,,,,,,,,,,
vGTvdoNnXn,2oUdHIxeS_,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2022-01-05T00:00:00.000Z,2886,The Heart of Dublin,ko,0-default,Wander through the city that inspired writers such as James Joyce and W.B. Yeats.,089d2d67a5bd68cbb92eaa30a1d8867e,False,True,sleep_stories,generic,False,2021-12-21T17:50:20.299Z,2022-01-04T22:28:59.404Z,Histoire pour dormir,63PB06XR,Andrew Martin,True,xlskXrXlIg,Park Min Ki,"안녕하세요. 세상을 따뜻하게 바라보는 대교 출신의 성우입니다.
현재 프리랜서로 활동 중이며
더빙과 오디오북 등을 통해 여러분에게도 따뜻함과 즐거움을 드리기 위해 노력하고 있습니다.
",,False,2021-03-09T14:03:43.316Z,2021-03-09T15:33:08.533Z,693b82996f348c3ce749922cfbdefcbb,image,image/jpeg,470301,https://assets.calm.com/693b82996f348c3ce749922cfbdefcbb.jpeg,1080,1080,"['#c5a354', '#623a2e']",a7c3f03ecfb39edefeaf3a6b21003698,image,image/jpeg,4285691,https://assets.calm.com/a7c3f03ecfb39edefeaf3a6b21003698.jpeg,2400,2400,"['#c35c1f', '#743a20']",5d2b77cfd5ab27e20d5d29c3619d3a3b,image,image/jpeg,4178184,https://assets.calm.com/5d2b77cfd5ab27e20d5d29c3619d3a3b.jpeg,2400,2400,"['#bf341c', '#23406e']",5d2b77cfd5ab27e20d5d29c3619d3a3b,image,image/jpeg,4178184,https://assets.calm.com/5d2b77cfd5ab27e20d5d29c3619d3a3b.jpeg,2400,2400,"['#bf341c', '#23406e']",a7c3f03ecfb39edefeaf3a6b21003698,image,image/jpeg,4285691,https://assets.calm.com/a7c3f03ecfb39edefeaf3a6b21003698.jpeg,2400,2400,"['#c35c1f', '#743a20']",,,,,,,,,,,
