id,variant_id,ch_allowed_plan_tiers,meditation_type,published_at,position,title,language,content_group,description,icon_asset_id,featured_start_at,featured_end_at,is_hidden,should_play_as_guide,search_category,upsell_variant,is_clinical,created_at,updated_at,content_type,author_id,author_name,author_should_display,narrator_id,narrator_name,narrator_bio,narrator_is_composer,narrator_created_at,narrator_updated_at,narrator_headshot_id,narrator_headshot_type,narrator_headshot_content_type,narrator_headshot_size,narrator_headshot_url,narrator_headshot_width,narrator_headshot_height,narrator_headshot_dominant_colors,background_image_id,background_image_type,background_image_content_type,background_image_size,background_image_url,background_image_width,background_image_height,background_image_dominant_colors,titled_background_image_id,titled_background_image_type,titled_background_image_content_type,titled_background_image_size,titled_background_image_url,titled_background_image_width,titled_background_image_height,titled_background_image_dominant_colors,cell_image_id,cell_image_type,cell_image_content_type,cell_image_size,cell_image_url,cell_image_width,cell_image_height,cell_image_dominant_colors,untitled_cell_image_id,untitled_cell_image_type,untitled_cell_image_content_type,untitled_cell_image_size,untitled_cell_image_url,untitled_cell_image_width,untitled_cell_image_height,untitled_cell_image_dominant_colors,metadata_indexed_search_text,metadata_program_view_hides_play_button,narrator_medium_bio,metadata_exclude_from_search,narrator_short_bio,subtitle,restricted_to_products,featured_home_icon_id,featured_home_icon_type,featured_home_icon_content_type,featured_home_icon_size,featured_home_icon_url,featured_home_icon_width,featured_home_icon_height,featured_home_icon_dominant_colors,cell_background_image_id,cell_background_image_type,cell_background_image_content_type,cell_background_image_size,cell_background_image_url,cell_background_image_width,cell_background_image_height,cell_background_image_dominant_colors
Wh1loJaKr9,wOPyX61lDf,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2022-11-29T18:00:00.000Z,10597,A Homestead,en,0-default,Find home in yourself as you savor the little things on this journey of natural harmony.,4317c821b3a480b53b05a85128fa3d5c,,,False,False,sleep_stories,generic,False,2022-11-27T17:13:06.118Z,2024-08-28T14:57:02.779Z,Schlafgeschichte,J3GLVZ5W,JH Yun,True,IuoziGXROq,Danielle Aykroyd,"Danielle Aykroyd, unter dem Künstlernamen Vera Sola bekannt, ist eine amerikanisch-kanadische Liedermacherin. Wenn sie nicht auf der Bühne steht, widmet sie sich ihrer erfolgreichen Karriere als Sprecherin für Werbungen und für Film und Fernsehen.",False,2022-11-27T17:15:49.040Z,2022-11-27T17:16:22.315Z,f3e1fd176b8932637eee6676971209ec,image,image/jpeg,2141752,https://assets.calm.com/f3e1fd176b8932637eee6676971209ec.jpeg,2000,2000,"['#c04554', '#40240b']",c44de9372ece6eaff8124b451b5f1344,image,image/jpeg,6138143,https://assets.calm.com/c44de9372ece6eaff8124b451b5f1344.jpeg,2000,2000,"['#e99f22', '#75490d']",d65ec0d48ac331ff268a5ecb3d930abc,image,image/jpeg,3857830,https://assets.calm.com/d65ec0d48ac331ff268a5ecb3d930abc.jpeg,2500,2500,"['#e9a31a', '#70470e']",d65ec0d48ac331ff268a5ecb3d930abc,image,image/jpeg,3857830,https://assets.calm.com/d65ec0d48ac331ff268a5ecb3d930abc.jpeg,2500,2500,"['#e9a31a', '#70470e']",c44de9372ece6eaff8124b451b5f1344,image,image/jpeg,6138143,https://assets.calm.com/c44de9372ece6eaff8124b451b5f1344.jpeg,2000,2000,"['#e99f22', '#75490d']",Homestead,False,,,,,[],,,,,,,,,,,,,,,,
Ngb0_QsXzi,cdy75zFWwQ,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2020-10-14T17:00:00.000Z,57,Lionwood: Her Majesty Returns,en,0-default,"Return to the Kingdom of Lionwood, where change is in the air, and time is on your side.",64693f99e1d6e5e973b42f9af0724d25,2020-10-28T05:00:00.000Z,2020-11-04T06:00:00.000Z,False,True,sleep_stories,generic,False,2020-10-14T17:00:00.000Z,2023-02-16T18:36:01.011Z,Schlafgeschichte,LqPw0wpY,Eurydice Da Silva,True,RrqKXJjulb,Eva Green,"Eva Green ist eine der berühmtesten Schauspielerinnen unserer Zeit. Die gebürtige Pariserin gab ihr Debüt in Bertoluccis ""Die Träumer"". Später erhielt sie einen BAFTA-Preis für ihre Rolle als Vesper Lynd im James Bond-Film ""Casino Royale"". Eva hat seitdem in zahlreichen Filmen und Fernsehserien mitgespielt und wurde zuletzt für ihre Rolle in der Dramaserie ""Penny Dreadful"" für einen Golden Globe nominiert.",False,2019-11-20T17:13:09.492Z,2021-02-09T18:50:35.798Z,dad4936510f9cb356d02e240463d820e,image,image/jpeg,86975,https://assets.calm.com/dad4936510f9cb356d02e240463d820e.jpeg,500,500,"['#3a2621', '#b69073', '#898984']",4910c40a4ed07cadc48b0287d76bd0ea,image,image/jpeg,12356486,https://assets.calm.com/4910c40a4ed07cadc48b0287d76bd0ea.jpeg,2000,2000,"['#0493ec', '#043c6c']",05e45d619cd6721aa12d7094dc2bf8be,image,image/jpeg,4520867,https://assets.calm.com/05e45d619cd6721aa12d7094dc2bf8be.jpeg,2000,2000,"['#04d4ee', '#044f7e']",05e45d619cd6721aa12d7094dc2bf8be,image,image/jpeg,4520867,https://assets.calm.com/05e45d619cd6721aa12d7094dc2bf8be.jpeg,2000,2000,"['#04d4ee', '#044f7e']",4910c40a4ed07cadc48b0287d76bd0ea,image,image/jpeg,12356486,https://assets.calm.com/4910c40a4ed07cadc48b0287d76bd0ea.jpeg,2000,2000,"['#0493ec', '#043c6c']",,,International bekannte Schauspielerin. Sie liest fiktive Geschichten und Sacherzählungen.,,,A New Sleep Story by Eva Green,,,,,,,,,,,,,,,,,
9NX7_jHoTF,G3zEcV_3Sd,[],"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2025-04-29T17:00:00.000Z,1,The Cliffs of Etretat,en,0-default,Follow in the footsteps of many famous artists through centuries of history on a walk through the famous cliffs of Étretat,50392ea5f6d81141dab740b013d00b37,False,True,sleep_stories,generic,False,2025-02-06T19:38:11.370Z,2025-11-17T16:51:22.787Z,Histoire pour dormir,LqPw0wpY,Eurydice Da Silva,True,prm5k4vaQg,David Duclos,"David Duclos est un acteur de doublage et un musicien vivant actuellement à Lyon, en France, où il travaille sur de nombreux projets de films, de publicités, de dessins animés, de livres audio, d'e-learnings, d'Histoires pour dormir et de méditations. Il est spécialisé dans le doublage en français et en anglais. Son travail va des références classiques, comme la Bible, à des succès majeurs tels que « Mobile Strike », où il double Arnold Schwarzenegger en français, et aux grandes entreprises telles que Franklin Templeton, Apple, Microsoft, PoltroneSofa, Calm et bien d'autres encore.",False,2019-12-12T19:03:19.130Z,2025-02-06T19:55:16.805Z,0efd78a7ff1290f3837346ceb2252cae,image,image/png,81358.0,https://assets.calm.com/0efd78a7ff1290f3837346ceb2252cae.png,250.0,250.0,"['#8a8174', '#48433c']",26ee9f2d09a7d4fc6e979ef0723cbe6b,image,image/jpeg,2972835,https://assets.calm.com/26ee9f2d09a7d4fc6e979ef0723cbe6b.jpeg,2000,2000,"['#0472c1', '#044c9c']",0b536cf4dc33958c7c58592f4621ea2d,image,image/jpeg,3153266,https://assets.calm.com/0b536cf4dc33958c7c58592f4621ea2d.jpeg,2000,2000,"['#0466b6', '#044c9c']",26ee9f2d09a7d4fc6e979ef0723cbe6b,image,image/jpeg,2972835.0,https://assets.calm.com/26ee9f2d09a7d4fc6e979ef0723cbe6b.jpeg,2000.0,2000.0,"['#0472c1', '#044c9c']",0b536cf4dc33958c7c58592f4621ea2d,image,image/jpeg,3153266,https://assets.calm.com/0b536cf4dc33958c7c58592f4621ea2d.jpeg,2000,2000,"['#0466b6', '#044c9c']",26ee9f2d09a7d4fc6e979ef0723cbe6b,image,image/jpeg,2972835,https://assets.calm.com/26ee9f2d09a7d4fc6e979ef0723cbe6b.jpeg,2000,2000,"['#0472c1', '#044c9c']",,,,,,,,,,,,,,,,,
NrMs7zs5eB,w_Xb4BnMX1,[],"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2025-03-04T18:00:00.000Z,11872,The Apothecary of Würzburg,en,0-default,Travel back to the 18th century to visit an apothecary who's preparing a sleeping draught for a very important individual.,d62c53d8885e7747193efd75358a8bce,False,True,sleep_stories,generic,False,2024-12-17T20:06:30.891Z,2025-11-17T16:58:30.278Z,Schlafgeschichte,womyJox3,Katharina Murphy,True,VJgmbWSX7,Erik Braa,"Die Wikinger sind los! Erik ist der #VikingofVoice!  Alles begann mit Videospielen und am bekanntesten ist er als Stimme von Draven, Jax und VelKoz in League of Legends Er hat in Hunderten von Spielen von Heroes of the Storm bis hin zum The Walking Dead-Spiel für Telltale Games mitgewirkt. Und auch Hörbücher wie „White Tiger Legend“ und Schlafgeschichten wie „Die transsibirische Eisenbahn“ sowie Werbespots und Anzeigen eingesprochen.",False,2017-06-27T20:45:52.187Z,2023-02-13T22:54:11.045Z,c82f3afed1ab10a6c3fe131a820db22a,image,image/png,778105.0,https://assets.calm.com/c82f3afed1ab10a6c3fe131a820db22a.png,737.0,737.0,"['#704c35', '#583114']",6688d013177c1a3f9269adddc656c717,image,image/jpeg,2392712,https://assets.calm.com/6688d013177c1a3f9269adddc656c717.jpeg,2000,2000,"['#8d437c', '#533818']",1a1f0e2186a44b4cf6200f33d7763cd1,image,image/jpeg,2436857,https://assets.calm.com/1a1f0e2186a44b4cf6200f33d7763cd1.jpeg,2000,2000,"['#6c4e34', '#533818']",6688d013177c1a3f9269adddc656c717,image,image/jpeg,2392712.0,https://assets.calm.com/6688d013177c1a3f9269adddc656c717.jpeg,2000.0,2000.0,"['#8d437c', '#533818']",1a1f0e2186a44b4cf6200f33d7763cd1,image,image/jpeg,2436857,https://assets.calm.com/1a1f0e2186a44b4cf6200f33d7763cd1.jpeg,2000,2000,"['#6c4e34', '#533818']",6688d013177c1a3f9269adddc656c717,image,image/jpeg,2392712,https://assets.calm.com/6688d013177c1a3f9269adddc656c717.jpeg,2000,2000,"['#8d437c', '#533818']",Synchronsprecher und Hörbucherzähler aus Norwegen. Er liest Sacherzählungen und Zugreisegeschichten.,,,,,,,,,,,,,,,,
d09YJWqAV5,-iqVkFT8Ca,,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2024-04-22T17:00:00.000Z,11464,In the Forest of Dreams,en,0-default,"Come walk with us in the forest and feel nature’s green embrace work its magic on your body, mind and soul.",0519769520637805aca66009e6095f16,False,True,sleep_stories,generic,False,2024-04-18T15:31:49.487Z,2024-10-19T16:09:14.463Z,Schlafgeschichte,Py3m5vgm,M. Christina Gabriel,True,aSA25Vyudi,Brad Einstein,"Brad ist ein preisgekrönter Schauspieler, Komiker und Autor, den du vielleicht aus Shameless, Chicago Fire oder von Auftritten mit der „The Second City National Touring Company“ kennst. Brad, der von Time Out NY als „geniales Comedy-Mastermind“ bezeichnet wurde, ist zweimaliger Artist in Residence des National Park Service (Glacier und Crater Lake NP's), eine „Stimme der Wildnis“ des National Forest Service und wurde von NPR, Atlas Obscura und dem Outside Magazine für seine Arbeit an Komödie/Naturdoku-Hybriden vorgestellt. Wenn du ein Fan von Calm-Schlafgeschichten bist, kann es gut sein, dass du bei einem seiner geschriebenen Werke eingeschlafen bist – vielleicht bei seinem neuesten Werk, „The Dream Boat“, gesprochen von Kevin Bacon. ",False,2024-04-18T15:32:51.782Z,2024-04-18T15:34:36.432Z,8c506a8e16d236214607365281e52c8f,image,image/jpeg,714393.0,https://assets.calm.com/8c506a8e16d236214607365281e52c8f.jpeg,2135.0,2135.0,"['#dc644c', '#6e2415']",8bb903d6f92343de3187cdfeb760a68e,image,image/jpeg,2745580,https://assets.calm.com/8bb903d6f92343de3187cdfeb760a68e.jpeg,2000,2000,"['#b8a622', '#7a7412']",f93a8ff95077956c9179329647c9c6b4,image,image/jpeg,2678356,https://assets.calm.com/f93a8ff95077956c9179329647c9c6b4.jpeg,2000,2000,"['#b8a622', '#7a7412']",,,,,,,,,f93a8ff95077956c9179329647c9c6b4,image,image/jpeg,2678356,https://assets.calm.com/f93a8ff95077956c9179329647c9c6b4.jpeg,2000,2000,"['#b8a622', '#7a7412']",8bb903d6f92343de3187cdfeb760a68e,image,image/jpeg,2745580,https://assets.calm.com/8bb903d6f92343de3187cdfeb760a68e.jpeg,2000,2000,"['#b8a622', '#7a7412']",,"Nature, explore, trees",False,,,,,,,,,,,,,,
4UcElf-zSE,oSEfmfnwdY,,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2019-06-21T02:01:48.978Z,121,The Beauty of the Outer Banks,en,0-default,Slip off your shoes for a soothing stroll as you take in the beautiful sights and relaxing sounds along the tranquil coast of the Outer Banks,07a27525cf3afe3db1bf6bb471bb0776,False,True,sleep_stories,generic,False,2019-05-15T18:04:13.419Z,2025-03-05T16:11:42.411Z,Schlafgeschichte,r42XLLJp,Candace Rardon,True,VJgmbWSX7,Erik Braa,"Die Wikinger sind los! Erik ist der #VikingofVoice!  Alles begann mit Videospielen und am bekanntesten ist er als Stimme von Draven, Jax und VelKoz in League of Legends Er hat in Hunderten von Spielen von Heroes of the Storm bis hin zum The Walking Dead-Spiel für Telltale Games mitgewirkt. Und auch Hörbücher wie „White Tiger Legend“ und Schlafgeschichten wie „Die transsibirische Eisenbahn“ sowie Werbespots und Anzeigen eingesprochen.",False,2017-06-27T20:45:52.187Z,2023-02-13T22:54:11.045Z,c82f3afed1ab10a6c3fe131a820db22a,image,image/png,778105.0,https://assets.calm.com/c82f3afed1ab10a6c3fe131a820db22a.png,737.0,737.0,"['#704c35', '#583114']",44c757d7654a429d11a7d0e000a1b281,image,image/jpeg,10430371,https://assets.calm.com/44c757d7654a429d11a7d0e000a1b281.jpeg,1920,1920,"['#bd6c49', '#643924']",d27353bc9c52b270b954f58ae5504c4c,image,image/jpeg,10006203,https://assets.calm.com/d27353bc9c52b270b954f58ae5504c4c.jpeg,1920,1920,"['#b4542c', '#643c1c']",,,,,,,,,d27353bc9c52b270b954f58ae5504c4c,image,image/jpeg,10006203,https://assets.calm.com/d27353bc9c52b270b954f58ae5504c4c.jpeg,1920,1920,"['#b4542c', '#643c1c']",44c757d7654a429d11a7d0e000a1b281,image,image/jpeg,10430371,https://assets.calm.com/44c757d7654a429d11a7d0e000a1b281.jpeg,1920,1920,"['#bd6c49', '#643924']",Synchronsprecher und Hörbucherzähler aus Norwegen. Er liest Sacherzählungen und Zugreisegeschichten.,,,,,,,,,,,,,,,,
Ng_UY_Sk0y,prR91UmTk2,[],"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2024-11-05T18:00:00.000Z,11614,The Minor Mysteries: The Tree Topper,en,0-default,Return to the seaside town of Whitby where a bookshop owner and his niece solve some of life’s smaller riddles.,460200a09741716feef8ef0c035f2706,False,True,sleep_stories,generic,False,2024-08-30T19:16:46.091Z,2025-02-12T23:32:38.533Z,Schlafgeschichte,63PB06XR,Andrew Martin,True,VeAQG4dvO,Stephen Lyons,"Stephen wurde in in London geboren und ist seit dem Alter von zwei Jahren in Nord-Wales aufgewachsen. Er hat mit seiner Frau, der ehemaligen walisischen Schauspielerin Helen Cleaves, 45 Jahre lang in Süd-Wales gelebt.

Stephen ist der offizielle Biograph des ersten walisischen Filmstars Llanelli’s Gareth Hughes und betreibt als professionelles Hobby Nachforschungen zu walisischen Berühmtheiten. Seine Gareth Hughes-Website wurde von der National Library of Wales und der British Library als wichtiger Bestandteil der Dokumentation des walisischen Erbes bezeichnet und in das UK Web Archive aufgenommen.

Stephen befasst sich auch intensiv mit dem Ersten Weltkrieg und ist Experte für die einzigartige walisische Einheit der 130. (St. John) Field Ambulance. Stephen leitet zusammen mit seiner Frau die Black Vein Miners Memorial Society, die sich um eine private Begräbnisstätte kümmert und an die vermissten Bergleute von Risca erinnert.

Stephen kocht außerdem für sein Leben gerne und ist begeisterter Genealoge. Er ist außerdem Ehren-Vizepräsident und Mitbegründer eines International Folk Festivals in Süd-Wales.",False,2017-08-30T17:41:13.289Z,2023-10-24T20:01:25.913Z,a204b71aec2c4797404bcd5426569bf1,image,image/png,402540.0,https://assets.calm.com/a204b71aec2c4797404bcd5426569bf1.png,480.0,480.0,"['#b57f64', '#5e4029']",3c198b576dcdcd6f12870d247c1ed6ce,image,image/jpeg,1863298,https://assets.calm.com/3c198b576dcdcd6f12870d247c1ed6ce.jpeg,2000,2000,"['#f48c35', '#791a04']",040650bd870b09ef3132dc5ba9208c0e,image,image/jpeg,1824578,https://assets.calm.com/040650bd870b09ef3132dc5ba9208c0e.jpeg,2000,2000,"['#f48b35', '#791a04']",,,,,,,,,040650bd870b09ef3132dc5ba9208c0e,image,image/jpeg,1824578,https://assets.calm.com/040650bd870b09ef3132dc5ba9208c0e.jpeg,2000,2000,"['#f48b35', '#791a04']",3c198b576dcdcd6f12870d247c1ed6ce,image,image/jpeg,1863298,https://assets.calm.com/3c198b576dcdcd6f12870d247c1ed6ce.jpeg,2000,2000,"['#f48c35', '#791a04']","Schauspieler und Synchronsprecher aus Wales. Er liest fiktive Geschichten, Reiseerzählungen und Geschichten für Kinder.","Detective, puzzle, investigate",False,2024-11-06T00:00:00.000Z,2024-11-06T15:00:00.000Z,,,,,,,,,,,,
n-UaifZTyw,Qgk0Gu0j6t,,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2021-08-31T17:00:00.000Z,45,The Gardens of Golf,en,0-default,Stroll through this legendary fairway where every flower and tree has a meaning and a history.,c9cacc808b97a36c49bef5d0951c8109,False,True,sleep_stories,generic,False,2021-08-25T21:13:51.975Z,2025-03-10T16:20:34.608Z,Schlafgeschichte,rzGM3Q2w,Charles Duffie,True,-EW_DTjJYW,Henry Strozier,"Henry Strozier ist professioneller Schauspieler seit 1960, als er er den Bruder von Ned Beatty in einem Stück am Barter Theater spielte. Nach einer kurzen Auszeit in der Army und am College ist er seither in den Bereichen Theater, Film, Fernsehen und Voiceover tätig. Er war Mitglied des Ensembles von elf verschiedenen Theatern und war On und Off Broadway zu sehen. Zu seinen Filmen gehören „Contact“, „13 Days“ und „Sex and the City“. Er war auch in einigen Fernsehserien zu sehen, darunter „Damages“ und „Law and Order“. Er hat Tausende Voiceover eingesprochen und war zweimal für einen Prime Time Emmy als Sprecher nominiert. 
Er mag Tennis, Lesen, Schreiben, Demokratie und Familie. Er hofft, dass du heute einen erholsamen Schlaf hast.",False,2021-08-25T21:23:03.623Z,2021-08-25T21:24:14.473Z,ebf4a9e5b03ea37b346cd0a907e613bf,image,image/jpeg,2362134.0,https://assets.calm.com/ebf4a9e5b03ea37b346cd0a907e613bf.jpeg,2000.0,2000.0,"['#4c74a8', '#47561d']",a5ede18a7f4818a67d8824ea1e21f93e,image,image/jpeg,1521076,https://assets.calm.com/a5ede18a7f4818a67d8824ea1e21f93e.jpeg,3000,3000,"['#6474d4', '#783443']",5129052b81ecc1fb672cc63aa854d17a,image,image/jpeg,1600913,https://assets.calm.com/5129052b81ecc1fb672cc63aa854d17a.jpeg,3000,3000,"['#5b61c6', '#783443']",,,,,,,,,5129052b81ecc1fb672cc63aa854d17a,image,image/jpeg,1600913,https://assets.calm.com/5129052b81ecc1fb672cc63aa854d17a.jpeg,3000,3000,"['#5b61c6', '#783443']",a5ede18a7f4818a67d8824ea1e21f93e,image,image/jpeg,1521076,https://assets.calm.com/a5ede18a7f4818a67d8824ea1e21f93e.jpeg,3000,3000,"['#6474d4', '#783443']",,,,,,,,,,,,,,,,,
CGYKndFp6g,GEc3Qm8w1m,,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2022-06-07T17:00:00.000Z,5,Seasons of Nigeria: Ogunleye Street,en,0-default,Share a day in West Africa with a young boy who makes every day a joyful adventure.,c2e68853255800203ff2e798c807cc90,False,True,sleep_stories,generic,False,2022-06-02T17:34:25.751Z,2025-03-07T17:31:33.606Z,Schlafgeschichte,VLApDpVl,Adedayo Agarau,True,p3g-6tIoSn,Chiké Okonkwo,"Chiké Okonkwo ist ein britisch-nigerianischer Schauspieler, Produzent und Aktivist. Er ist für seine Rollen in dem beim Sundance Filmfestival ausgezeichneten Historiendrama „The Birth of a Nation - Aufstand zur Freiheit“, in BETs Serie „Being Mary Jane“ und für seine Auftritte mit der Royal Shakespeare Company in Großbritannien und in New York bekannt. Als Aktivist engagiert er sich als Ambassador of One United Bank für Community-Banking, gemeinsam mit dem Children’s Defense Fund als Fürsprecher für die Bekämpfung von Kinderarmut und als Co-Moderator eines Wiedereingliederungskurses für vom System geschädigte Männer im California State Prison.",False,2020-02-14T20:59:28.564Z,2021-08-12T18:49:31.382Z,a5734d80915485817eaf66f9ffae001f,image,image/jpeg,1127241.0,https://assets.calm.com/a5734d80915485817eaf66f9ffae001f.jpeg,2000.0,2000.0,"['#b47c3c', '#964e14']",740733df569acfdd6dbff1a52ec8e287,image,image/jpeg,1732258,https://assets.calm.com/740733df569acfdd6dbff1a52ec8e287.jpeg,2500,2500,"['#fb820b', '#561e07']",fe72a689382ffa7210d1f77e96bd1ba8,image,image/jpeg,142307,https://assets.calm.com/fe72a689382ffa7210d1f77e96bd1ba8.jpeg,2000,2000,"['#f87b1a', '#561e08']",,,,,,,,,fe72a689382ffa7210d1f77e96bd1ba8,image,image/jpeg,142307,https://assets.calm.com/fe72a689382ffa7210d1f77e96bd1ba8.jpeg,2000,2000,"['#f87b1a', '#561e08']",740733df569acfdd6dbff1a52ec8e287,image,image/jpeg,1732258,https://assets.calm.com/740733df569acfdd6dbff1a52ec8e287.jpeg,2500,2500,"['#fb820b', '#561e07']",,,,,,,,,,,,,,,,,
yh3lXqao29,csxfeQtnep,[],"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2024-09-03T17:00:00.000Z,11597,A Night Under the Stars in Corsica,en,0-default,Set off for an unforgettable trip to Corsica to spend the night under an evening sky of twinkling stars.,dee83a46ab8fb2ec03a382d22bf4bb8c,False,True,sleep_stories,generic,False,2024-08-20T20:57:59.462Z,2024-11-04T23:02:31.952Z,Schlafgeschichte,KqV4kOPJ,Sophie Loquet Pacier,True,LIapfh7W4u,Ben Cura,"Ben Cura ist ein in Argentinien geborener britischer Film-, Fernseh- und Bühnenschauspieler, Autor und Regisseur. Zu seinen Filmen gehören „15 Minutes of War“, „Gun Shy“, „Gatecrash“ und der preisgekrönte Spielfilm „Creditors“ (bei dem er auch das Drehbuch schrieb und Regie führte). Auf der Bühne stand er u. a. für „Viva Forever“ im West End, „Next Fall“ und „8 Hotels“ von Richard Eyre und Nicholas Wright, in dem er die Rolle des José Ferrer spielte und großen Erfolg hatte. Im Fernsehen ist er unter anderem in „Marcella“, „The Royals“, „Queen Charlotte: A Bridgerton Story“ sowie in kommenden Rollen in „Outlander“, „The Head Season 3“ und dem von Kevin Costner und Morgan Freeman produzierten US-Bürgerkriegsdrama „The Gray House“ zu sehen, die alle 2024/2025 erscheinen sollen.",False,2020-05-20T14:01:18.430Z,2024-06-03T06:10:34.646Z,702912073a19d021d6c4842cc50eb626,image,image/jpeg,130039.0,https://assets.calm.com/702912073a19d021d6c4842cc50eb626.jpeg,500.0,500.0,"['#34302e', '#d9b198', '#94a09c']",c6b1719cf6471d17114c7d1a8abf4cd9,image,image/jpeg,1957382,https://assets.calm.com/c6b1719cf6471d17114c7d1a8abf4cd9.jpeg,2000,2000,"['#2b57a9', '#1c468d']",1d69be1ce5b0dea5bd43f43c51e60385,image,image/jpeg,2032814,https://assets.calm.com/1d69be1ce5b0dea5bd43f43c51e60385.jpeg,2000,2000,"['#2b519b', '#144a93']",,,,,,,,,1d69be1ce5b0dea5bd43f43c51e60385,image,image/jpeg,2032814,https://assets.calm.com/1d69be1ce5b0dea5bd43f43c51e60385.jpeg,2000,2000,"['#2b519b', '#144a93']",c6b1719cf6471d17114c7d1a8abf4cd9,image,image/jpeg,1957382,https://assets.calm.com/c6b1719cf6471d17114c7d1a8abf4cd9.jpeg,2000,2000,"['#2b57a9', '#1c468d']",,"Europe, Island",False,,,,,,,,,,,,,,
e8djwNJ,xMY1eAj0A,,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2019-01-11T23:08:43.459Z,188,A Calm Christmas,en,0-default,Let Stephen Lyons take you on a heartfelt magical journey as a young Christmas tree helps a family rediscover their holiday spirit.,f9539a7b588effdca87433ce0a5b4ddf,False,True,sleep_stories,generic,False,2017-12-21T16:06:20.959Z,2025-03-03T18:51:29.092Z,Schlafgeschichte,A49ZOW1A,Phoebe Smith,True,VeAQG4dvO,Stephen Lyons,"Stephen wurde in in London geboren und ist seit dem Alter von zwei Jahren in Nord-Wales aufgewachsen. Er hat mit seiner Frau, der ehemaligen walisischen Schauspielerin Helen Cleaves, 45 Jahre lang in Süd-Wales gelebt.

Stephen ist der offizielle Biograph des ersten walisischen Filmstars Llanelli’s Gareth Hughes und betreibt als professionelles Hobby Nachforschungen zu walisischen Berühmtheiten. Seine Gareth Hughes-Website wurde von der National Library of Wales und der British Library als wichtiger Bestandteil der Dokumentation des walisischen Erbes bezeichnet und in das UK Web Archive aufgenommen.

Stephen befasst sich auch intensiv mit dem Ersten Weltkrieg und ist Experte für die einzigartige walisische Einheit der 130. (St. John) Field Ambulance. Stephen leitet zusammen mit seiner Frau die Black Vein Miners Memorial Society, die sich um eine private Begräbnisstätte kümmert und an die vermissten Bergleute von Risca erinnert.

Stephen kocht außerdem für sein Leben gerne und ist begeisterter Genealoge. Er ist außerdem Ehren-Vizepräsident und Mitbegründer eines International Folk Festivals in Süd-Wales.",False,2017-08-30T17:41:13.289Z,2023-10-24T20:01:25.913Z,a204b71aec2c4797404bcd5426569bf1,image,image/png,402540.0,https://assets.calm.com/a204b71aec2c4797404bcd5426569bf1.png,480.0,480.0,"['#b57f64', '#5e4029']",851b9ac96f2fd4432b969eb5ec7be0ff,image,image/jpeg,465055,https://assets.calm.com/851b9ac96f2fd4432b969eb5ec7be0ff.jpeg,1920,1920,"['#d8781b', '#a70906']",5ebe7a51d50a7bfe4e5dc604834e9d20,image,image/jpeg,355776,https://assets.calm.com/5ebe7a51d50a7bfe4e5dc604834e9d20.jpeg,2400,2400,"['#955b20', '#7d480b']",799c989d030bd4ee827f00b052d6eb80,image,image/jpeg,191005.0,https://assets.calm.com/799c989d030bd4ee827f00b052d6eb80.jpeg,1125.0,300.0,"['#ef9934', '#9e0504']",5ebe7a51d50a7bfe4e5dc604834e9d20,image,image/jpeg,355776,https://assets.calm.com/5ebe7a51d50a7bfe4e5dc604834e9d20.jpeg,2400,2400,"['#955b20', '#7d480b']",799c989d030bd4ee827f00b052d6eb80,image,image/jpeg,191005,https://assets.calm.com/799c989d030bd4ee827f00b052d6eb80.jpeg,1125,300,"['#ef9934', '#9e0504']","Schauspieler und Synchronsprecher aus Wales. Er liest fiktive Geschichten, Reiseerzählungen und Geschichten für Kinder.",,,,,Fiction,,,,,,,,,,,
