job_title,country,city,salary,currency,years_experience,skills,tools_models,work_mode,company_size,industry,year,education,gender,job_demand_index,source
Prompt Engineer,Germany,Berlin,177100,EUR,14,"LLMs, Evaluation, Prompt Engineering","Llama 3, Gemini",Hybrid,Medium,Consulting,2024,Diploma,Non-binary,75,Synthetic approximation based on public salary reports
Machine Learning Engineer,United States,New York,149600,USD,1,"Docker, Python, MLflow","PyTorch, ONNX",Onsite,Medium,Finance,2022,Diploma,Non-binary,86,Synthetic approximation based on public salary reports
Generative AI Engineer,France,Paris,93750,EUR,3,"LangChain, Transformers, PyTorch","Llama 3, LangChain",Hybrid,Large,Finance,2025,Bachelors,Non-binary,90,Synthetic approximation based on public salary reports
Prompt Engineer,UAE,Sharjah,499100,AED,12,"LLMs, Python, Evaluation","Llama 3, GPT-4",Remote,Startup,Education,2020,Diploma,Female,46,Synthetic approximation based on public salary reports
Data Scientist,Canada,Montreal,119000,CAD,7,"Python, Pandas, Statistics","LightGBM, XGBoost",Remote,Startup,Consulting,2021,PhD,Male,71,Synthetic approximation based on public salary reports
LLM Researcher,Canada,Ottawa,131300,CAD,0,"Transformers, PyTorch, Reinforcement Learning","Custom LLM, DeepSpeed",Remote,Startup,Healthcare,2022,Masters,Non-binary,70,Synthetic approximation based on public salary reports
Machine Learning Engineer,Canada,Toronto,121000,CAD,1,"Docker, TensorFlow, Python","PyTorch, TensorFlow",Onsite,Medium,Technology,2025,Masters,Male,97,Synthetic approximation based on public salary reports
Prompt Engineer,India,Gurugram,1976850,INR,12,"Python, A/B Testing, LLMs","Llama 3, Gemini",Onsite,Large,Technology,2023,Masters,Male,70,Synthetic approximation based on public salary reports
Machine Learning Engineer,United States,Austin,276100,USD,12,"Docker, TensorFlow, Python","ONNX, PyTorch",Hybrid,Large,E-commerce,2025,Bachelors,Non-binary,88,Synthetic approximation based on public salary reports
LLM Researcher,UAE,Dubai,495300,AED,4,"Transformers, Distributed Training, Reinforcement Learning","DeepSpeed, Mistral",Onsite,Medium,Technology,2025,PhD,Male,86,Synthetic approximation based on public salary reports
Data Scientist,Singapore,Singapore,153000,SGD,15,"Scikit-learn, Statistics, NumPy","LightGBM, XGBoost",Remote,Medium,Finance,2024,Masters,Male,84,Synthetic approximation based on public salary reports
Data Scientist,Singapore,Singapore,172000,SGD,12,"Scikit-learn, SQL, Statistics","XGBoost, LightGBM",Remote,Large,Consulting,2024,Diploma,Non-binary,88,Synthetic approximation based on public salary reports
Machine Learning Engineer,France,Paris,117700,EUR,15,"MLflow, PyTorch, Docker","TensorFlow, PyTorch",Remote,Large,Technology,2024,PhD,Male,92,Synthetic approximation based on public salary reports
Data Scientist,Germany,Munich,121000,EUR,12,"NumPy, Pandas, Python","LightGBM, RandomForest",Remote,Large,Finance,2023,PhD,Non-binary,83,Synthetic approximation based on public salary reports
Generative AI Engineer,Canada,Toronto,113750,CAD,5,"PyTorch, RAG, Transformers","LangChain, GPT-4",Hybrid,Startup,E-commerce,2023,Bachelors,Prefer not to say,84,Synthetic approximation based on public salary reports
Prompt Engineer,United Kingdom,Edinburgh,111550,GBP,7,"LLMs, A/B Testing, Prompt Engineering","Llama 3, Gemini",Hybrid,Large,Technology,2024,Bachelors,Prefer not to say,83,Synthetic approximation based on public salary reports
LLM Researcher,United States,Austin,374400,USD,14,"Deep Learning, Reinforcement Learning, Distributed Training","Llama 3, Mistral",Remote,Startup,Education,2021,Bachelors,Female,58,Synthetic approximation based on public salary reports
Data Scientist,Germany,Berlin,135000,EUR,6,"NumPy, Scikit-learn, Python","XGBoost, RandomForest",Remote,Medium,Technology,2025,Bachelors,Prefer not to say,91,Synthetic approximation based on public salary reports
Data Scientist,UAE,Sharjah,373000,AED,4,"Scikit-learn, Statistics, SQL","RandomForest, XGBoost",Onsite,Startup,Technology,2024,Masters,Non-binary,85,Synthetic approximation based on public salary reports
Data Scientist,United States,San Francisco,218000,USD,12,"SQL, Statistics, NumPy","RandomForest, XGBoost",Remote,Startup,Consulting,2021,PhD,Male,79,Synthetic approximation based on public salary reports
LLM Researcher,Netherlands,Amsterdam,157300,EUR,13,"PyTorch, Distributed Training, Transformers","Llama 3, Mistral",Remote,Medium,Education,2020,Diploma,Female,50,Synthetic approximation based on public salary reports
Prompt Engineer,India,Gurugram,2781850,INR,11,"Python, A/B Testing, Prompt Engineering","GPT-4, Llama 3",Onsite,Medium,Healthcare,2023,Masters,Prefer not to say,80,Synthetic approximation based on public salary reports
Machine Learning Engineer,Australia,Sydney,134200,AUD,2,"Kubernetes, MLflow, Docker","PyTorch, TensorFlow",Hybrid,Startup,E-commerce,2021,Bachelors,Prefer not to say,81,Synthetic approximation based on public salary reports
Machine Learning Engineer,Singapore,Singapore,124300,SGD,4,"Kubernetes, PyTorch, Python","TensorFlow, ONNX",Hybrid,Medium,Technology,2022,Masters,Female,87,Synthetic approximation based on public salary reports
Prompt Engineer,Netherlands,Amsterdam,102350,EUR,0,"LLMs, Prompt Engineering, Python","Claude, GPT-4",Hybrid,Startup,Finance,2020,PhD,Female,49,Synthetic approximation based on public salary reports
Machine Learning Engineer,Netherlands,Rotterdam,73700,EUR,1,"TensorFlow, MLflow, Python","TensorFlow, ONNX",Onsite,Large,Education,2023,Masters,Non-binary,96,Synthetic approximation based on public salary reports
Data Scientist,France,Paris,76000,EUR,6,"Pandas, Statistics, Python","XGBoost, RandomForest",Onsite,Medium,Finance,2024,PhD,Prefer not to say,85,Synthetic approximation based on public salary reports
Prompt Engineer,India,Hyderabad,2120600,INR,10,"Prompt Engineering, Evaluation, Python","Claude, Gemini",Hybrid,Startup,Finance,2021,Masters,Male,57,Synthetic approximation based on public salary reports
LLM Researcher,Canada,Ottawa,178100,CAD,12,"Deep Learning, Reinforcement Learning, PyTorch","Custom LLM, Llama 3",Onsite,Startup,Healthcare,2020,Diploma,Prefer not to say,59,Synthetic approximation based on public salary reports
Generative AI Engineer,UAE,Dubai,342500,AED,6,"Vector Databases, Python, RAG","Llama 3, Stable Diffusion",Onsite,Medium,Consulting,2025,Masters,Male,90,Synthetic approximation based on public salary reports
LLM Researcher,UAE,Sharjah,410800,AED,0,"Distributed Training, Deep Learning, Reinforcement Learning","DeepSpeed, Mistral",Onsite,Large,Education,2021,Masters,Non-binary,59,Synthetic approximation based on public salary reports
LLM Researcher,United States,Austin,231400,USD,7,"Distributed Training, Transformers, PyTorch","DeepSpeed, Llama 3",Hybrid,Medium,Consulting,2023,Masters,Male,74,Synthetic approximation based on public salary reports
Generative AI Engineer,United Kingdom,London,78750,GBP,4,"Vector Databases, Python, LangChain","Llama 3, Stable Diffusion",Remote,Startup,E-commerce,2023,Diploma,Female,79,Synthetic approximation based on public salary reports
Machine Learning Engineer,Germany,Munich,156200,EUR,13,"Docker, Python, Kubernetes","ONNX, PyTorch",Onsite,Startup,Consulting,2023,Diploma,Female,92,Synthetic approximation based on public salary reports
Prompt Engineer,Canada,Toronto,166750,CAD,13,"Prompt Engineering, Python, Evaluation","Llama 3, Gemini",Remote,Medium,Healthcare,2023,Bachelors,Non-binary,73,Synthetic approximation based on public salary reports
Prompt Engineer,Canada,Ottawa,129950,CAD,11,"A/B Testing, Python, Prompt Engineering","GPT-4, Claude",Onsite,Startup,E-commerce,2022,PhD,Male,61,Synthetic approximation based on public salary reports
Machine Learning Engineer,Australia,Sydney,198000,AUD,11,"TensorFlow, Python, Kubernetes","ONNX, PyTorch",Hybrid,Medium,Finance,2020,Masters,Prefer not to say,70,Synthetic approximation based on public salary reports
Data Scientist,United Kingdom,Manchester,122000,GBP,14,"Pandas, SQL, Scikit-learn","RandomForest, XGBoost",Remote,Large,Finance,2021,PhD,Female,71,Synthetic approximation based on public salary reports
Prompt Engineer,Germany,Berlin,180550,EUR,15,"Evaluation, Python, A/B Testing","GPT-4, Llama 3",Onsite,Startup,Healthcare,2024,PhD,Non-binary,76,Synthetic approximation based on public salary reports
Machine Learning Engineer,France,Marseille,118800,EUR,7,"Kubernetes, Docker, PyTorch","PyTorch, ONNX",Onsite,Medium,Healthcare,2021,PhD,Female,84,Synthetic approximation based on public salary reports
Generative AI Engineer,Germany,Berlin,206250,EUR,12,"PyTorch, RAG, LangChain","LangChain, Stable Diffusion",Remote,Large,Education,2022,Diploma,Female,73,Synthetic approximation based on public salary reports
Generative AI Engineer,France,Marseille,92500,EUR,5,"PyTorch, LangChain, Transformers","Stable Diffusion, Llama 3",Hybrid,Startup,E-commerce,2020,Masters,Prefer not to say,61,Synthetic approximation based on public salary reports
Data Scientist,Canada,Montreal,119000,CAD,1,"Python, SQL, NumPy","LightGBM, RandomForest",Onsite,Startup,Finance,2023,Masters,Male,77,Synthetic approximation based on public salary reports
Machine Learning Engineer,United Kingdom,Cambridge,70400,GBP,5,"Kubernetes, PyTorch, Python","ONNX, TensorFlow",Onsite,Medium,Consulting,2025,PhD,Male,94,Synthetic approximation based on public salary reports
Generative AI Engineer,Canada,Ottawa,157500,CAD,9,"LangChain, RAG, Python","GPT-4, LangChain",Hybrid,Medium,Finance,2024,Masters,Prefer not to say,88,Synthetic approximation based on public salary reports
Data Scientist,India,Noida,2099000,INR,9,"Python, Statistics, SQL","LightGBM, RandomForest",Onsite,Startup,E-commerce,2023,Bachelors,Prefer not to say,85,Synthetic approximation based on public salary reports
Machine Learning Engineer,United States,Boston,203500,USD,10,"Python, MLflow, TensorFlow","TensorFlow, ONNX",Hybrid,Medium,Technology,2023,PhD,Female,82,Synthetic approximation based on public salary reports
Machine Learning Engineer,United Kingdom,Cambridge,125400,GBP,13,"TensorFlow, Docker, MLflow","PyTorch, ONNX",Onsite,Large,Technology,2021,Bachelors,Male,81,Synthetic approximation based on public salary reports
Prompt Engineer,Singapore,Singapore,129950,SGD,1,"LLMs, Prompt Engineering, Evaluation","Claude, GPT-4",Hybrid,Large,Finance,2023,Masters,Female,76,Synthetic approximation based on public salary reports
Prompt Engineer,United States,New York,190900,USD,11,"LLMs, A/B Testing, Python","Claude, Llama 3",Onsite,Medium,Healthcare,2024,Bachelors,Female,80,Synthetic approximation based on public salary reports
Data Scientist,Canada,Vancouver,110000,CAD,3,"Pandas, Scikit-learn, NumPy","RandomForest, XGBoost",Onsite,Startup,Finance,2025,Diploma,Non-binary,84,Synthetic approximation based on public salary reports
Machine Learning Engineer,Australia,Melbourne,141900,AUD,5,"Docker, TensorFlow, Kubernetes","TensorFlow, ONNX",Remote,Large,E-commerce,2024,Masters,Non-binary,93,Synthetic approximation based on public salary reports
Prompt Engineer,Netherlands,Rotterdam,120750,EUR,6,"LLMs, Evaluation, Prompt Engineering","Llama 3, GPT-4",Onsite,Startup,Consulting,2022,PhD,Male,56,Synthetic approximation based on public salary reports
Generative AI Engineer,Australia,Brisbane,292500,AUD,13,"Vector Databases, RAG, Transformers","Llama 3, GPT-4",Remote,Startup,Finance,2020,PhD,Female,55,Synthetic approximation based on public salary reports
Prompt Engineer,Australia,Melbourne,192050,AUD,11,"LLMs, Evaluation, Prompt Engineering","Claude, Gemini",Remote,Medium,Technology,2021,Diploma,Male,56,Synthetic approximation based on public salary reports
Data Scientist,Singapore,Singapore,187000,SGD,15,"Scikit-learn, NumPy, Python","LightGBM, RandomForest",Remote,Medium,Healthcare,2024,Diploma,Prefer not to say,88,Synthetic approximation based on public salary reports
Machine Learning Engineer,United States,New York,331100,USD,15,"Docker, MLflow, PyTorch","TensorFlow, PyTorch",Remote,Medium,Finance,2020,Masters,Male,75,Synthetic approximation based on public salary reports
Data Scientist,United Kingdom,Cambridge,115000,GBP,12,"NumPy, Python, SQL","LightGBM, XGBoost",Onsite,Medium,Education,2025,Bachelors,Non-binary,98,Synthetic approximation based on public salary reports
Prompt Engineer,United States,Boston,280600,USD,10,"A/B Testing, Python, Evaluation","GPT-4, Llama 3",Remote,Large,E-commerce,2024,Bachelors,Female,79,Synthetic approximation based on public salary reports
Data Scientist,Australia,Melbourne,216000,AUD,13,"Statistics, SQL, NumPy","LightGBM, RandomForest",Onsite,Medium,Consulting,2024,Diploma,Female,89,Synthetic approximation based on public salary reports
Generative AI Engineer,Netherlands,Eindhoven,157500,EUR,11,"Transformers, Vector Databases, PyTorch","Stable Diffusion, GPT-4",Hybrid,Startup,Healthcare,2020,Diploma,Non-binary,58,Synthetic approximation based on public salary reports
Generative AI Engineer,Netherlands,Amsterdam,146250,EUR,9,"RAG, Transformers, Python","GPT-4, Llama 3",Hybrid,Large,Technology,2023,Bachelors,Female,83,Synthetic approximation based on public salary reports
Prompt Engineer,UAE,Dubai,450800,AED,7,"Python, A/B Testing, Prompt Engineering","Claude, Llama 3",Remote,Medium,E-commerce,2025,PhD,Prefer not to say,90,Synthetic approximation based on public salary reports
Data Scientist,United States,Seattle,207000,USD,13,"Scikit-learn, SQL, NumPy","LightGBM, XGBoost",Onsite,Medium,Education,2021,PhD,Non-binary,73,Synthetic approximation based on public salary reports
Prompt Engineer,Australia,Brisbane,121900,AUD,5,"Python, LLMs, Evaluation","Claude, Llama 3",Hybrid,Large,Education,2025,Masters,Prefer not to say,83,Synthetic approximation based on public salary reports
Generative AI Engineer,UAE,Sharjah,571250,AED,13,"Vector Databases, Python, RAG","Llama 3, Stable Diffusion",Hybrid,Large,Education,2022,PhD,Male,64,Synthetic approximation based on public salary reports
Data Scientist,Canada,Vancouver,88000,CAD,1,"Scikit-learn, Python, SQL","XGBoost, LightGBM",Remote,Large,Education,2021,Masters,Male,69,Synthetic approximation based on public salary reports
Generative AI Engineer,Netherlands,Amsterdam,140000,EUR,12,"RAG, Transformers, PyTorch","GPT-4, Llama 3",Remote,Medium,Consulting,2023,PhD,Female,80,Synthetic approximation based on public salary reports
LLM Researcher,India,Gurugram,2453100,INR,14,"Reinforcement Learning, Transformers, Deep Learning","Custom LLM, Llama 3",Hybrid,Large,E-commerce,2021,Diploma,Prefer not to say,62,Synthetic approximation based on public salary reports
Prompt Engineer,Netherlands,Eindhoven,142600,EUR,13,"Python, A/B Testing, Evaluation","Gemini, Llama 3",Hybrid,Medium,Finance,2024,Diploma,Female,85,Synthetic approximation based on public salary reports
LLM Researcher,Germany,Berlin,152100,EUR,15,"Distributed Training, Transformers, PyTorch","Llama 3, DeepSpeed",Onsite,Large,Education,2022,Diploma,Male,67,Synthetic approximation based on public salary reports
Generative AI Engineer,Australia,Brisbane,187500,AUD,15,"Python, RAG, Transformers","GPT-4, Stable Diffusion",Onsite,Startup,Healthcare,2024,PhD,Male,81,Synthetic approximation based on public salary reports
Prompt Engineer,Germany,Hamburg,144900,EUR,10,"Prompt Engineering, Evaluation, A/B Testing","Llama 3, Claude",Remote,Startup,Consulting,2025,Masters,Non-binary,85,Synthetic approximation based on public salary reports
Machine Learning Engineer,Singapore,Singapore,128700,SGD,3,"PyTorch, Docker, MLflow","TensorFlow, PyTorch",Hybrid,Startup,Consulting,2023,Bachelors,Female,85,Synthetic approximation based on public salary reports
Machine Learning Engineer,Germany,Munich,190300,EUR,12,"TensorFlow, Docker, Python","TensorFlow, ONNX",Hybrid,Large,Education,2024,Masters,Male,92,Synthetic approximation based on public salary reports
Machine Learning Engineer,Canada,Ottawa,129800,CAD,11,"Kubernetes, Python, Docker","PyTorch, TensorFlow",Remote,Startup,Technology,2024,PhD,Non-binary,100,Synthetic approximation based on public salary reports
Generative AI Engineer,UAE,Sharjah,672500,AED,15,"RAG, PyTorch, Transformers","Llama 3, GPT-4",Onsite,Medium,Education,2024,Masters,Male,89,Synthetic approximation based on public salary reports
Prompt Engineer,United Kingdom,Manchester,113850,GBP,4,"Evaluation, Prompt Engineering, LLMs","Gemini, Llama 3",Onsite,Large,Healthcare,2023,PhD,Male,74,Synthetic approximation based on public salary reports
Prompt Engineer,India,Pune,2232150,INR,6,"A/B Testing, LLMs, Prompt Engineering","Gemini, Claude",Hybrid,Startup,Finance,2025,Bachelors,Male,86,Synthetic approximation based on public salary reports
Prompt Engineer,Singapore,Singapore,194350,SGD,15,"Evaluation, LLMs, Prompt Engineering","Claude, GPT-4",Remote,Medium,Education,2021,Diploma,Prefer not to say,58,Synthetic approximation based on public salary reports
Generative AI Engineer,UAE,Abu Dhabi,528750,AED,10,"Python, Transformers, RAG","Llama 3, GPT-4",Hybrid,Medium,Healthcare,2020,Masters,Non-binary,55,Synthetic approximation based on public salary reports
LLM Researcher,India,Hyderabad,1743300,INR,2,"Distributed Training, PyTorch, Transformers","Mistral, Custom LLM",Remote,Startup,E-commerce,2023,Diploma,Female,78,Synthetic approximation based on public salary reports
LLM Researcher,Netherlands,Rotterdam,144300,EUR,12,"Reinforcement Learning, Transformers, Distributed Training","Mistral, DeepSpeed",Onsite,Large,Finance,2023,Bachelors,Female,83,Synthetic approximation based on public salary reports
LLM Researcher,Canada,Ottawa,252200,CAD,15,"Transformers, Reinforcement Learning, Deep Learning","Llama 3, Custom LLM",Remote,Large,Finance,2024,Bachelors,Male,86,Synthetic approximation based on public salary reports
Data Scientist,India,Bengaluru,1635000,INR,6,"Python, Scikit-learn, Pandas","XGBoost, RandomForest",Remote,Startup,Healthcare,2024,Bachelors,Prefer not to say,90,Synthetic approximation based on public salary reports
LLM Researcher,Canada,Montreal,231400,CAD,13,"Distributed Training, Deep Learning, Transformers","DeepSpeed, Custom LLM",Remote,Startup,Finance,2021,Diploma,Female,58,Synthetic approximation based on public salary reports
Prompt Engineer,Germany,Frankfurt,103500,EUR,7,"A/B Testing, Prompt Engineering, LLMs","Gemini, Claude",Remote,Startup,E-commerce,2021,Masters,Male,59,Synthetic approximation based on public salary reports
Prompt Engineer,France,Marseille,159850,EUR,12,"A/B Testing, Evaluation, Python","GPT-4, Gemini",Onsite,Startup,E-commerce,2023,Diploma,Prefer not to say,70,Synthetic approximation based on public salary reports
Data Scientist,United Kingdom,London,110000,GBP,7,"Pandas, SQL, Python","RandomForest, XGBoost",Hybrid,Startup,Education,2020,Masters,Male,66,Synthetic approximation based on public salary reports
Generative AI Engineer,Australia,Melbourne,138750,AUD,0,"RAG, Transformers, Vector Databases","Stable Diffusion, GPT-4",Hybrid,Medium,Finance,2024,PhD,Prefer not to say,90,Synthetic approximation based on public salary reports
Machine Learning Engineer,Australia,Melbourne,161700,AUD,4,"Kubernetes, TensorFlow, Python","ONNX, TensorFlow",Onsite,Medium,Technology,2024,Masters,Male,96,Synthetic approximation based on public salary reports
Machine Learning Engineer,Singapore,Singapore,158400,SGD,11,"Docker, PyTorch, Python","TensorFlow, PyTorch",Onsite,Medium,Consulting,2020,Bachelors,Male,72,Synthetic approximation based on public salary reports
Data Scientist,India,Noida,1597000,INR,12,"SQL, Scikit-learn, Pandas","RandomForest, LightGBM",Remote,Startup,Consulting,2021,Masters,Prefer not to say,70,Synthetic approximation based on public salary reports
Data Scientist,Netherlands,Eindhoven,102000,EUR,13,"Pandas, NumPy, Scikit-learn","LightGBM, XGBoost",Remote,Medium,Technology,2023,PhD,Male,91,Synthetic approximation based on public salary reports
Prompt Engineer,Canada,Montreal,139150,CAD,10,"Prompt Engineering, A/B Testing, Evaluation","Claude, Llama 3",Remote,Medium,Finance,2023,Bachelors,Prefer not to say,70,Synthetic approximation based on public salary reports
LLM Researcher,UAE,Sharjah,529100,AED,6,"Distributed Training, Reinforcement Learning, Deep Learning","Custom LLM, Mistral",Hybrid,Medium,Education,2023,Masters,Prefer not to say,81,Synthetic approximation based on public salary reports
Machine Learning Engineer,Canada,Vancouver,77000,CAD,0,"PyTorch, TensorFlow, Kubernetes","ONNX, TensorFlow",Hybrid,Startup,Technology,2020,Masters,Non-binary,70,Synthetic approximation based on public salary reports
Machine Learning Engineer,UAE,Abu Dhabi,281600,AED,2,"PyTorch, Kubernetes, Docker","ONNX, PyTorch",Hybrid,Large,E-commerce,2021,Diploma,Non-binary,76,Synthetic approximation based on public salary reports
Machine Learning Engineer,Australia,Brisbane,193600,AUD,13,"Docker, Kubernetes, MLflow","ONNX, TensorFlow",Onsite,Startup,Technology,2020,Masters,Prefer not to say,76,Synthetic approximation based on public salary reports
Prompt Engineer,Australia,Sydney,185150,AUD,7,"LLMs, Evaluation, Prompt Engineering","GPT-4, Llama 3",Remote,Startup,Finance,2021,Diploma,Non-binary,55,Synthetic approximation based on public salary reports
Prompt Engineer,UAE,Sharjah,312800,AED,1,"Evaluation, Python, LLMs","GPT-4, Llama 3",Remote,Startup,Education,2020,PhD,Female,48,Synthetic approximation based on public salary reports
Data Scientist,Australia,Sydney,102000,AUD,6,"NumPy, SQL, Pandas","XGBoost, RandomForest",Remote,Large,E-commerce,2022,PhD,Prefer not to say,82,Synthetic approximation based on public salary reports
Data Scientist,Australia,Brisbane,135000,AUD,14,"Pandas, Scikit-learn, NumPy","XGBoost, LightGBM",Onsite,Startup,Technology,2025,Bachelors,Female,88,Synthetic approximation based on public salary reports
Generative AI Engineer,India,Noida,2513750,INR,6,"Vector Databases, PyTorch, Python","Stable Diffusion, Llama 3",Onsite,Medium,Consulting,2024,Bachelors,Non-binary,88,Synthetic approximation based on public salary reports
Data Scientist,France,Paris,88000,EUR,1,"Python, SQL, Pandas","LightGBM, RandomForest",Remote,Large,Healthcare,2024,Masters,Non-binary,86,Synthetic approximation based on public salary reports
LLM Researcher,UAE,Sharjah,544700,AED,9,"Distributed Training, Transformers, Deep Learning","Custom LLM, DeepSpeed",Hybrid,Medium,Education,2023,Diploma,Male,80,Synthetic approximation based on public salary reports
Generative AI Engineer,Germany,Munich,120000,EUR,1,"Python, LangChain, Transformers","Stable Diffusion, Llama 3",Onsite,Large,E-commerce,2021,Diploma,Female,66,Synthetic approximation based on public salary reports
LLM Researcher,Canada,Vancouver,157300,CAD,2,"PyTorch, Reinforcement Learning, Deep Learning","Mistral, Custom LLM",Hybrid,Large,Finance,2023,Masters,Prefer not to say,77,Synthetic approximation based on public salary reports
Data Scientist,UAE,Abu Dhabi,532000,AED,14,"Statistics, Python, Scikit-learn","LightGBM, XGBoost",Remote,Medium,Technology,2022,Bachelors,Male,81,Synthetic approximation based on public salary reports
Data Scientist,Singapore,Singapore,120000,SGD,6,"NumPy, Pandas, Statistics","XGBoost, LightGBM",Onsite,Large,Healthcare,2025,Masters,Male,100,Synthetic approximation based on public salary reports
LLM Researcher,Australia,Melbourne,215800,AUD,12,"Distributed Training, PyTorch, Deep Learning","Mistral, DeepSpeed",Hybrid,Startup,Technology,2023,Diploma,Female,84,Synthetic approximation based on public salary reports
Prompt Engineer,United States,Austin,157550,USD,2,"A/B Testing, Python, Prompt Engineering","Claude, Llama 3",Remote,Medium,E-commerce,2020,Diploma,Non-binary,54,Synthetic approximation based on public salary reports
Generative AI Engineer,India,Bengaluru,1557500,INR,3,"PyTorch, Transformers, LangChain","LangChain, Stable Diffusion",Remote,Medium,Technology,2020,PhD,Male,55,Synthetic approximation based on public salary reports
LLM Researcher,Canada,Toronto,278200,CAD,12,"Deep Learning, Distributed Training, PyTorch","Custom LLM, Mistral",Onsite,Medium,E-commerce,2023,PhD,Female,78,Synthetic approximation based on public salary reports
Machine Learning Engineer,United Kingdom,Cambridge,116600,GBP,4,"Kubernetes, TensorFlow, MLflow","PyTorch, TensorFlow",Hybrid,Startup,Healthcare,2020,Diploma,Prefer not to say,71,Synthetic approximation based on public salary reports
Prompt Engineer,UAE,Dubai,369150,AED,2,"A/B Testing, LLMs, Evaluation","GPT-4, Gemini",Onsite,Startup,Healthcare,2024,Diploma,Prefer not to say,77,Synthetic approximation based on public salary reports
Data Scientist,Australia,Sydney,210000,AUD,14,"SQL, Pandas, Python","LightGBM, XGBoost",Hybrid,Large,Finance,2022,Bachelors,Female,75,Synthetic approximation based on public salary reports
Prompt Engineer,India,Pune,1574350,INR,3,"LLMs, A/B Testing, Prompt Engineering","Gemini, Llama 3",Hybrid,Medium,Technology,2023,PhD,Male,76,Synthetic approximation based on public salary reports
Machine Learning Engineer,Canada,Toronto,205700,CAD,14,"PyTorch, Python, Docker","TensorFlow, PyTorch",Remote,Startup,Consulting,2020,Bachelors,Female,78,Synthetic approximation based on public salary reports
Generative AI Engineer,Australia,Sydney,206250,AUD,15,"LangChain, Python, RAG","LangChain, Llama 3",Onsite,Startup,Technology,2020,PhD,Non-binary,57,Synthetic approximation based on public salary reports
Machine Learning Engineer,UAE,Sharjah,486200,AED,5,"Python, PyTorch, TensorFlow","ONNX, PyTorch",Hybrid,Startup,Finance,2020,Bachelors,Female,72,Synthetic approximation based on public salary reports
Generative AI Engineer,Netherlands,Rotterdam,125000,EUR,2,"Transformers, RAG, Vector Databases","GPT-4, LangChain",Hybrid,Medium,E-commerce,2022,Masters,Prefer not to say,72,Synthetic approximation based on public salary reports
LLM Researcher,India,Hyderabad,3408600,INR,13,"Deep Learning, Reinforcement Learning, Transformers","Mistral, DeepSpeed",Remote,Startup,E-commerce,2021,Masters,Male,56,Synthetic approximation based on public salary reports
Generative AI Engineer,United States,Austin,198750,USD,11,"LangChain, Transformers, RAG","Stable Diffusion, GPT-4",Remote,Large,Healthcare,2021,PhD,Prefer not to say,64,Synthetic approximation based on public salary reports
Generative AI Engineer,Germany,Berlin,135000,EUR,4,"LangChain, Transformers, Vector Databases","GPT-4, Stable Diffusion",Onsite,Medium,Technology,2023,PhD,Female,82,Synthetic approximation based on public salary reports
Prompt Engineer,France,Marseille,112700,EUR,14,"LLMs, Prompt Engineering, Python","GPT-4, Llama 3",Remote,Medium,Education,2023,Masters,Male,73,Synthetic approximation based on public salary reports
LLM Researcher,Australia,Brisbane,292500,AUD,14,"PyTorch, Distributed Training, Deep Learning","DeepSpeed, Mistral",Remote,Medium,E-commerce,2021,PhD,Male,59,Synthetic approximation based on public salary reports
Data Scientist,Netherlands,Eindhoven,84000,EUR,4,"NumPy, Pandas, Scikit-learn","XGBoost, LightGBM",Remote,Medium,Education,2023,Bachelors,Male,82,Synthetic approximation based on public salary reports
Machine Learning Engineer,Singapore,Singapore,94600,SGD,3,"MLflow, TensorFlow, Kubernetes","PyTorch, TensorFlow",Onsite,Startup,Education,2021,Bachelors,Male,77,Synthetic approximation based on public salary reports
LLM Researcher,Canada,Vancouver,252200,CAD,13,"Deep Learning, PyTorch, Transformers","Llama 3, Mistral",Remote,Large,Healthcare,2020,Bachelors,Male,51,Synthetic approximation based on public salary reports
Machine Learning Engineer,United Kingdom,London,119900,GBP,15,"Docker, MLflow, PyTorch","ONNX, TensorFlow",Hybrid,Startup,Healthcare,2023,PhD,Female,93,Synthetic approximation based on public salary reports
Prompt Engineer,Canada,Ottawa,169050,CAD,14,"Python, LLMs, A/B Testing","Llama 3, Claude",Onsite,Medium,E-commerce,2025,PhD,Non-binary,77,Synthetic approximation based on public salary reports
Prompt Engineer,Germany,Frankfurt,120750,EUR,11,"Prompt Engineering, Python, Evaluation","Claude, Gemini",Onsite,Startup,Consulting,2020,Masters,Non-binary,52,Synthetic approximation based on public salary reports
Data Scientist,Canada,Vancouver,186000,CAD,13,"NumPy, SQL, Scikit-learn","RandomForest, XGBoost",Remote,Large,Consulting,2020,Bachelors,Male,71,Synthetic approximation based on public salary reports
Machine Learning Engineer,Germany,Hamburg,128700,EUR,13,"TensorFlow, Python, MLflow","PyTorch, ONNX",Hybrid,Medium,Finance,2025,Diploma,Female,100,Synthetic approximation based on public salary reports
Machine Learning Engineer,France,Marseille,85800,EUR,4,"TensorFlow, Docker, MLflow","PyTorch, ONNX",Onsite,Large,Finance,2022,PhD,Female,81,Synthetic approximation based on public salary reports
Generative AI Engineer,Canada,Vancouver,167500,CAD,5,"Transformers, Python, PyTorch","Llama 3, GPT-4",Remote,Medium,Healthcare,2023,Masters,Prefer not to say,87,Synthetic approximation based on public salary reports
Data Scientist,Australia,Melbourne,180000,AUD,11,"NumPy, SQL, Python","LightGBM, RandomForest",Onsite,Large,E-commerce,2022,PhD,Prefer not to say,80,Synthetic approximation based on public salary reports
